0.22139	1.341	2.760000
0.22200	1.341	2.784273
0.22600	1.341	2.944223
0.23000	1.394	3.175187
0.23400	1.535	3.420031
0.23800	1.792	3.630616
0.24200	2.084	3.808809
0.24600	2.380	3.919456
0.25000	2.693	3.988206
0.25400	3.041	4.033886
0.25800	3.469	3.996655
0.26200	3.867	3.776730
0.26600	4.106	3.412886
0.27000	4.206	3.009816
0.27400	4.194	2.701596
0.27800	4.105	2.563466
0.28200	4.042	2.517585
0.28600	4.015	2.512841
0.29000	4.031	2.551045
0.29400	4.103	2.605180
0.29800	4.262	2.658825
0.30200	4.480	2.628202
0.30600	4.717	2.563188
0.31000	4.955	2.444640
0.31400	5.181	2.296850
0.31800	5.349	2.043300
0.32200	5.409	1.686101
0.32600	5.348	1.329761
0.33000	5.211	1.042024
0.33400	5.034	0.818321
0.33800	4.889	0.667806
0.34200	4.774	0.554341
0.34600	4.663	0.445848
0.35000	4.568	0.386062
0.35400	4.473	0.330337
0.35800	4.389	0.280946
0.36200	4.324	0.243665
0.36600	4.258	0.206385
0.37000	4.196	0.175869
0.37400	4.135	0.149768
0.37800	4.071	0.128973
0.38200	4.001	0.121138
0.38600	3.932	0.113302
0.39000	3.874	0.108565
0.39400	3.828	0.106433
0.398	3.782	0.104301
0.402	3.735	0.102170
0.406	3.701	0.095306
0.410	3.668	0.088242
0.414	3.634	0.081178
0.418	3.601	0.074114
0.422	3.574	0.064569
0.426	3.557	0.050748
0.430	3.541	0.036928
0.434	3.524	0.023108
0.438	3.507	0.009288
0.442	3.493	0.004561
0.446	3.479	0.003045
0.450	3.466	0.001529
0.454	3.452	0.000012
0.458	3.442	0.000000
0.462	3.433	0.000000
0.466	3.423	0.000000
0.470	3.414	0.000000
0.474	3.406	0.000000
0.478	3.398	0.000000
0.482	3.390	0.000000
0.486	3.382	0.000000
0.490	3.374	0.000000
0.494	3.365	0.000000
0.498	3.357	0.000000
0.502	3.349	0.000000
0.506	3.341	0.000000
0.510	3.332	0.000000
0.514	3.324	0.000000
0.518	3.315	0.000000
0.522	3.306	0.000000
0.526	3.298	0.000000
0.530	3.289	0.000000
0.534	3.280	0.000000
0.538	3.272	0.000000
0.542	3.263	0.000000
0.546	3.254	0.000000
0.550	3.245	0.000000
0.554	3.237	0.000000
0.558	3.230	0.000000
0.562	3.224	0.000000
0.566	3.218	0.000000
0.570	3.212	0.000000
0.574	3.206	0.000000
0.578	3.200	0.000000
0.582	3.194	0.000000
0.586	3.188	0.000000
0.590	3.182	0.000000
0.594	3.176	0.000000
0.598	3.170	0.000000
0.602	3.164	0.000000
0.606	3.158	0.000000
0.610	3.152	0.000000
0.614	3.146	0.000000
0.618	3.142	0.000000
0.622	3.139	0.000000
0.626	3.135	0.000000
0.630	3.132	0.000000
0.634	3.128	0.000000
0.638	3.125	0.000000
0.642	3.121	0.000000
