0.15000	1.4190	1.102000
0.16000	1.4830	1.106000
0.17000	1.5190	1.070000
0.18000	1.4700	1.085000
0.20000	1.4270	1.215000
0.22540	1.4520	1.442000
0.24800	1.4840	1.636000
0.27550	1.6480	1.852000
0.30240	1.8120	1.920000
0.31790	1.8400	1.904000
0.34440	1.7660	1.846000
0.37570	1.6960	1.906000
0.38750	1.6740	1.936000
0.40000	1.6580	1.956000
0.41330	1.6360	1.958000
0.42750	1.6160	1.940000
0.44280	1.5620	1.904000
0.45920	1.4260	1.840000
0.47690	1.2420	1.790000
0.49590	0.9100	1.840000
0.51660	0.6080	2.120000
0.53910	0.4020	2.540000
0.56360	0.3060	2.880000
0.65260	0.1660	3.150000
0.68880	0.1600	3.800000
0.72930	0.1640	4.350000
0.77490	0.1740	4.860000
0.82660	0.1880	5.390000
0.88560	0.2100	5.880000
0.95370	0.2360	6.470000
1.51200	0.5370	9.580000
2.00000	0.8500	12.600000
2.48000	1.2050	15.500000
2.95200	1.5980	18.300000
3.44400	2.0460	21.300000
4.00000	2.6000	24.600000
4.59200	3.2890	28.200000
4.95900	3.7480	30.500000
5.63600	4.6110	34.300000
6.19900	5.4230	37.500000
7.08500	6.9370	42.000000
8.00000	8.5000	46.400000
9.18400	10.8400	51.600000
9.91900	12.2400	54.700000
15.00000	23.0000	75.000000

