2.99919E-02	0.121265
3.01236E-02	0.121903
3.02558E-02	0.122539
3.03887E-02	0.124188
3.05221E-02	0.125917
3.06560E-02	0.127636
3.07906E-02	0.129346
3.09258E-02	0.131045
3.10616E-02	0.132734
3.11979E-02	0.134413
3.13349E-02	0.136081
3.14724E-02	0.137738
3.16106E-02	0.139383
3.17494E-02	0.141018
3.18887E-02	0.142641
3.20287E-02	0.144252
3.21693E-02	0.145852
3.23105E-02	0.147439
3.24524E-02	0.149015
3.25948E-02	0.150578
3.27379E-02	0.152128
3.28817E-02	0.153666
3.30260E-02	0.155192
3.31710E-02	0.156705
3.33166E-02	0.158205
3.34629E-02	0.159691
3.36098E-02	0.161165
3.37573E-02	0.162626
3.39055E-02	0.164073
3.40543E-02	0.165507
3.42038E-02	0.166928
3.43540E-02	0.168335
3.45048E-02	0.169729
3.46563E-02	0.171108
3.48084E-02	0.172474
3.49612E-02	0.173826
3.51147E-02	0.175164
3.52688E-02	0.176488
3.54237E-02	0.177797
3.55792E-02	0.179092
3.57354E-02	0.180373
3.58922E-02	0.181638
3.60498E-02	0.182890
3.62080E-02	0.184126
3.63670E-02	0.185347
3.65266E-02	0.186552
3.66870E-02	0.187742
3.68480E-02	0.188917
3.70098E-02	0.190076
3.71723E-02	0.191218
3.73355E-02	0.192344
3.74994E-02	0.193454
3.76640E-02	0.194547
3.78293E-02	0.195622
3.79954E-02	0.196680
3.81622E-02	0.197720
3.83297E-02	0.198742
3.84980E-02	0.199746
3.86670E-02	0.200730
3.88367E-02	0.201694
3.90072E-02	0.202638
3.91784E-02	0.203561
3.93504E-02	0.204462
3.95232E-02	0.205341
3.96967E-02	0.206197
3.98709E-02	0.207028
4.00460E-02	0.207833
4.02218E-02	0.208611
4.03983E-02	0.209358
4.05757E-02	0.210073
4.07538E-02	0.210773
4.09327E-02	0.211506
4.11124E-02	0.212223
4.12929E-02	0.212913
4.14742E-02	0.213575
4.16562E-02	0.214204
4.18391E-02	0.214797
4.20228E-02	0.215351
4.22072E-02	0.215863
4.23925E-02	0.216329
4.25786E-02	0.216745
4.27655E-02	0.217104
4.29533E-02	0.217403
4.31418E-02	0.217633
4.33312E-02	0.217786
4.35214E-02	0.217852
4.37125E-02	0.217816
4.39044E-02	0.217661
4.40971E-02	0.217359
4.42907E-02	0.216870
4.44851E-02	0.216115
4.46804E-02	0.214887
4.48766E-02	0.215072
4.50736E-02	0.215889
4.52714E-02	0.216823
4.54702E-02	0.217699
4.56698E-02	0.218403
4.58703E-02	0.218791
4.60716E-02	0.218540
4.62739E-02	0.219177
4.64770E-02	0.222152
4.66811E-02	0.226280
4.68860E-02	0.230786
4.70918E-02	0.235449
4.72985E-02	0.240155
4.75062E-02	0.244826
4.77147E-02	0.249392
4.79242E-02	0.253783
4.81346E-02	0.257913
4.83459E-02	0.261662
4.85581E-02	0.264841
4.87713E-02	0.267079
4.89854E-02	0.267319
4.92004E-02	0.271658
4.94164E-02	0.281446
4.96333E-02	0.293601
4.98512E-02	0.306861
5.00701E-02	0.320765
5.02899E-02	0.335065
5.05106E-02	0.349557
5.07324E-02	0.363928
5.09551E-02	0.378138
5.11788E-02	0.399372
5.14034E-02	0.422188
5.16291E-02	0.436463
5.18557E-02	0.453521
5.20834E-02	0.478656
5.23120E-02	0.502338
5.25417E-02	0.521008
5.27723E-02	0.537604
5.30040E-02	0.553337
5.32367E-02	0.568700
5.34704E-02	0.584091
5.37051E-02	0.598995
5.39409E-02	0.611902
5.41777E-02	0.622974
5.44155E-02	0.633135
5.46544E-02	0.642653
5.48943E-02	0.651655
5.51353E-02	0.660221
5.53773E-02	0.668406
5.56204E-02	0.676253
5.58646E-02	0.683795
5.61098E-02	0.691059
5.63562E-02	0.698066
5.66036E-02	0.704838
5.68520E-02	0.711389
5.71016E-02	0.717734
5.73523E-02	0.723883
5.76041E-02	0.729824
5.78569E-02	0.735579
5.81109E-02	0.741165
5.83660E-02	0.746594
5.86222E-02	0.751876
5.88796E-02	0.757024
5.91381E-02	0.762054
5.93977E-02	0.766991
5.96584E-02	0.771885
5.99203E-02	0.776710
6.01834E-02	0.779506
6.04476E-02	0.779711
6.07129E-02	0.779183
6.09794E-02	0.778053
6.12471E-02	0.776296
6.15160E-02	0.777796
6.17861E-02	0.780571
6.20573E-02	0.783446
6.23297E-02	0.786333
6.26033E-02	0.789214
6.28782E-02	0.792139
6.31542E-02	0.791198
6.34314E-02	0.789496
6.37099E-02	0.787433
6.39896E-02	0.785068
6.42705E-02	0.782429
6.45526E-02	0.779538
6.48360E-02	0.776409
6.51206E-02	0.773056
6.54065E-02	0.769487
6.56936E-02	0.765712
6.59820E-02	0.761735
6.62717E-02	0.757436
6.65626E-02	0.752602
6.68548E-02	0.747501
6.71483E-02	0.742172
6.74431E-02	0.736102
6.77391E-02	0.729683
6.80365E-02	0.722219
6.83352E-02	0.713819
6.86352E-02	0.705249
6.89365E-02	0.696783
6.92391E-02	0.688490
6.95430E-02	0.680494
6.98483E-02	0.673261
7.01550E-02	0.671523
7.04629E-02	0.672269
7.07723E-02	0.672676
7.10829E-02	0.672939
7.13950E-02	0.673201
7.17084E-02	0.673776
7.20232E-02	0.681587
7.23394E-02	0.691890
7.26569E-02	0.693496
7.29759E-02	0.689920
7.32962E-02	0.686483
7.36180E-02	0.682902
7.39412E-02	0.678979
7.42658E-02	0.674005
7.45918E-02	0.665948
7.49193E-02	0.655694
7.52481E-02	0.645833
7.55785E-02	0.636216
7.59103E-02	0.626804
7.62435E-02	0.617591
7.65782E-02	0.608593
7.69144E-02	0.599843
7.72520E-02	0.591411
7.75911E-02	0.583570
7.79318E-02	0.577077
7.82739E-02	0.571832
7.86175E-02	0.566353
7.89626E-02	0.560782
7.93092E-02	0.555171
7.96574E-02	0.549546
8.00071E-02	0.543925
8.03583E-02	0.538318
8.07111E-02	0.532735
8.10654E-02	0.527179
8.14213E-02	0.521653
8.17787E-02	0.516154
8.21377E-02	0.510664
8.24983E-02	0.505085
8.28604E-02	0.499208
8.32242E-02	0.493281
8.35895E-02	0.487919
8.39565E-02	0.483356
8.43250E-02	0.478763
8.46952E-02	0.474220
8.50670E-02	0.469755
8.54405E-02	0.465379
8.58155E-02	0.461091
8.61923E-02	0.456861
8.65706E-02	0.452539
8.69507E-02	0.447532
8.73324E-02	0.442340
8.77158E-02	0.438345
8.81008E-02	0.435819
8.84876E-02	0.436086
8.88760E-02	0.446266
8.92662E-02	0.459205
8.96581E-02	0.453815
9.00517E-02	0.442449
9.04470E-02	0.437260
9.08440E-02	0.446421
9.12428E-02	0.452922
9.16434E-02	0.455904
9.20457E-02	0.453592
9.24497E-02	0.439965
9.28556E-02	0.427591
9.32632E-02	0.415678
9.36726E-02	0.401269
9.40838E-02	0.390121
9.44969E-02	0.383402
9.49117E-02	0.382669
9.53284E-02	0.392156
9.57468E-02	0.395446
9.61672E-02	0.395566
9.65893E-02	0.394990
9.70133E-02	0.390313
9.74392E-02	0.377165
9.78670E-02	0.384131
9.82966E-02	0.411995
9.87281E-02	0.430270
9.91615E-02	0.438304
9.95968E-02	0.461196
1.00034E-01	0.504175
1.00473E-01	0.561164
1.00914E-01	0.608032
1.01357E-01	0.653320
1.01802E-01	0.693004
1.02249E-01	0.740010
1.02698E-01	0.791328
1.03149E-01	0.838845
1.03602E-01	0.898753
1.04056E-01	0.958900
1.04513E-01	0.972986
1.04972E-01	0.887666
1.05433E-01	0.750410
1.05896E-01	0.616078
1.06361E-01	0.530400
1.06827E-01	0.492356
1.07296E-01	0.459934
1.07767E-01	0.423267
1.08241E-01	0.358978
1.08716E-01	0.267565
1.09193E-01	0.178498
1.09672E-01	0.131735
1.10154E-01	0.124047
1.10637E-01	0.116392
1.11123E-01	0.108771
1.11611E-01	0.101183
1.12101E-01	0.093629
1.12593E-01	0.086107
1.13087E-01	0.078618
1.13584E-01	0.071337
1.14082E-01	0.064950
1.14583E-01	0.058591
1.15086E-01	0.052260
1.15591E-01	0.045956
1.16099E-01	0.039680
1.16608E-01	0.033503
1.17120E-01	0.031640
1.17634E-01	0.029786
1.18151E-01	0.027940
1.18669E-01	0.026102
1.19190E-01	0.024272
1.19714E-01	0.022941
1.20239E-01	0.021625
1.20767E-01	0.020315
1.21297E-01	0.019010
1.21830E-01	0.017978
1.22364E-01	0.017231
1.22902E-01	0.016486
1.23441E-01	0.015745
1.23983E-01	0.013826
1.24527E-01	0.011427
1.25074E-01	0.009037
1.25623E-01	0.008738
1.26175E-01	0.008544
1.26728E-01	0.008351
