0.00012	1.0000	0.000000
0.00013	1.0000	0.000000
0.00013	1.0000	0.000000
0.00014	1.0000	0.000000
0.00015	1.0000	0.000000
0.00015	1.0000	0.000000
0.00016	1.0000	0.000000
0.00017	1.0000	0.000001
0.00018	1.0000	0.000001
0.00018	1.0000	0.000001
0.00019	1.0000	0.000001
0.00020	1.0000	0.000001
0.00021	1.0000	0.000001
0.00022	1.0000	0.000002
0.00023	1.0000	0.000002
0.00024	1.0000	0.000002
0.00025	1.0000	0.000003
0.00027	1.0000	0.000003
0.00028	1.0000	0.000004
0.00029	1.0000	0.000004
0.00031	0.9999	0.000005
0.00032	0.9999	0.000006
0.00033	0.9999	0.000007
0.00035	0.9999	0.000009
0.00037	0.9999	0.000010
0.00038	0.9999	0.000012
0.00040	0.9999	0.000014
0.00042	0.9999	0.000017
0.00044	0.9999	0.000020
0.00046	0.9999	0.000024
0.00048	0.9999	0.000028
0.00051	0.9999	0.000033
0.00053	0.9998	0.000039
0.00056	0.9998	0.000046
0.00058	0.9998	0.000054
0.00061	0.9998	0.000064
0.00064	0.9998	0.000075
0.00067	0.9998	0.000088
0.00070	0.9997	0.000103
0.00073	0.9997	0.000121
0.00077	0.9997	0.000142
0.00079	0.9997	0.000153
0.00081	0.9997	0.000158
0.00082	0.9997	0.000158
0.00084	0.9997	0.000170
0.00086	0.9997	0.000183
0.00088	0.9997	0.000198
0.00090	0.9997	0.000214
0.00093	0.9997	0.000231
0.00095	0.9997	0.000123
0.00097	0.9997	0.000121
0.00099	0.9997	0.000129
0.00102	0.9996	0.000138
0.00104	0.9996	0.000147
0.00106	0.9996	0.000157
0.00109	0.9996	0.000167
0.00111	0.9996	0.000064
0.00114	0.9996	0.000069
0.00117	0.9995	0.000074
0.00119	0.9995	0.000080
0.00122	0.9994	0.000087
0.00128	0.9993	0.000101
0.00134	0.9993	0.000118
0.00140	0.9992	0.000138
0.00147	0.9991	0.000161
0.00154	0.9990	0.000188
0.00161	0.9989	0.000221
0.00169	0.9988	0.000259
0.00177	0.9986	0.000303
