0.26049	3.41E+00	3.76E+00
0.26159	3.49E+00	3.70E+00
0.2627	3.57E+00	3.64E+00
0.26381	3.64E+00	3.57E+00
0.26494	3.71E+00	3.50E+00
0.26608	3.77E+00	3.43E+00
0.26723	3.82E+00	3.35E+00
0.26838	3.88E+00	3.28E+00
0.26955	3.92E+00	3.19E+00
0.27073	3.96E+00	3.11E+00
0.27191	3.99E+00	3.02E+00
0.27311	4.01E+00	2.94E+00
0.27432	4.03E+00	2.85E+00
0.27554	4.03E+00	2.77E+00
0.27677	4.03E+00	2.69E+00
0.27801	4.03E+00	2.62E+00
0.27926	4.02E+00	2.55E+00
0.28053	4.01E+00	2.49E+00
0.2818	3.99E+00	2.43E+00
0.28309	3.97E+00	2.37E+00
0.28439	3.95E+00	2.32E+00
0.2857	3.93E+00	2.27E+00
0.28702	3.90E+00	2.23E+00
0.28835	3.88E+00	2.19E+00
0.2897	3.86E+00	2.16E+00
0.29106	3.83E+00	2.13E+00
0.29244	3.81E+00	2.10E+00
0.29382	3.79E+00	2.07E+00
0.29522	3.77E+00	2.05E+00
0.29663	3.75E+00	2.03E+00
0.29806	3.73E+00	2.01E+00
0.2995	3.71E+00	2.00E+00
0.30095	3.69E+00	1.98E+00
0.30242	3.67E+00	1.97E+00
0.3039	3.66E+00	1.96E+00
0.3054	3.65E+00	1.95E+00
0.30691	3.63E+00	1.94E+00
0.30844	3.62E+00	1.94E+00
0.30998	3.61E+00	1.93E+00
0.31154	3.60E+00	1.93E+00
0.31311	3.59E+00	1.92E+00
0.3147	3.58E+00	1.92E+00
0.31631	3.57E+00	1.92E+00
0.31793	3.57E+00	1.92E+00
0.31957	3.56E+00	1.92E+00
0.32122	3.56E+00	1.92E+00
0.3229	3.55E+00	1.92E+00
0.32459	3.55E+00	1.92E+00
0.3263	3.55E+00	1.92E+00
0.32802	3.55E+00	1.92E+00
0.32977	3.55E+00	1.93E+00
0.33153	3.55E+00	1.93E+00
0.33331	3.55E+00	1.94E+00
0.33512	3.56E+00	1.94E+00
0.33694	3.56E+00	1.95E+00
0.33878	3.57E+00	1.96E+00
0.34064	3.57E+00	1.97E+00
0.34252	3.58E+00	1.97E+00
0.34442	3.59E+00	1.98E+00
0.34635	3.60E+00	1.99E+00
0.34829	3.61E+00	2.00E+00
0.35026	3.63E+00	2.01E+00
0.35225	3.65E+00	2.03E+00
0.35426	3.66E+00	2.04E+00
0.3563	3.68E+00	2.06E+00
0.35836	3.71E+00	2.07E+00
0.36044	3.74E+00	2.09E+00
0.36255	3.77E+00	2.11E+00
0.36468	3.81E+00	2.13E+00
0.36684	3.85E+00	2.14E+00
0.36903	3.91E+00	2.16E+00
0.37124	3.97E+00	2.17E+00
0.37347	4.05E+00	2.17E+00
0.37574	4.12E+00	2.15E+00
0.37803	4.19E+00	2.11E+00
0.38035	4.26E+00	2.07E+00
0.38269	4.30E+00	2.02E+00
0.38507	4.34E+00	1.98E+00
0.38748	4.38E+00	1.94E+00
0.38991	4.41E+00	1.91E+00
0.39238	4.45E+00	1.89E+00
0.39488	4.51E+00	1.87E+00
0.39741	4.58E+00	1.85E+00
0.39998	4.67E+00	1.80E+00
0.40257	4.76E+00	1.72E+00
0.4052	4.84E+00	1.61E+00
0.40787	4.89E+00	1.47E+00
0.41057	4.90E+00	1.33E+00
0.41331	4.88E+00	1.22E+00
0.41608	4.85E+00	1.11E+00
0.41889	4.81E+00	1.02E+00
0.42174	4.77E+00	9.42E-01
0.42463	4.73E+00	8.75E-01
0.42756	4.69E+00	8.16E-01
0.43053	4.64E+00	7.65E-01
0.43354	4.60E+00	7.19E-01
0.43659	4.56E+00	6.79E-01
0.43969	4.52E+00	6.43E-01
0.44283	4.49E+00	6.10E-01
0.44602	4.45E+00	5.81E-01
0.44925	4.42E+00	5.53E-01
0.45253	4.38E+00	5.27E-01
0.45586	4.35E+00	5.03E-01
0.45923	4.32E+00	4.83E-01
0.46266	4.29E+00	4.64E-01
0.46614	4.26E+00	4.46E-01
0.46967	4.24E+00	4.29E-01
0.47325	4.21E+00	4.12E-01
0.47689	4.19E+00	3.96E-01
0.48059	4.16E+00	3.82E-01
0.48435	4.14E+00	3.68E-01
0.48816	4.12E+00	3.56E-01
0.49203	4.09E+00	3.43E-01
0.49597	4.07E+00	3.30E-01
0.49997	4.05E+00	3.18E-01
0.50403	4.04E+00	3.06E-01
0.50817	4.02E+00	2.97E-01
0.51237	4.00E+00	2.88E-01
0.51664	3.98E+00	2.78E-01
0.52098	3.96E+00	2.68E-01
0.52539	3.95E+00	2.58E-01
0.52988	3.93E+00	2.50E-01
0.53445	3.92E+00	2.43E-01
0.5391	3.90E+00	2.35E-01
0.54383	3.89E+00	2.27E-01
0.54864	3.87E+00	2.20E-01
0.55354	3.86E+00	2.13E-01
0.55853	3.85E+00	2.05E-01
0.5636	3.84E+00	1.98E-01
0.56877	3.82E+00	1.91E-01
0.57404	3.81E+00	1.84E-01
0.5794	3.80E+00	1.78E-01
0.58487	3.79E+00	1.70E-01
0.59044	3.78E+00	1.61E-01
0.59612	3.77E+00	1.51E-01
0.60191	3.76E+00	1.41E-01
0.60781	3.75E+00	1.33E-01
0.61382	3.73E+00	1.27E-01
0.61996	3.72E+00	1.22E-01
0.62623	3.71E+00	1.17E-01
0.63262	3.70E+00	1.12E-01
0.63914	3.68E+00	1.09E-01
0.64579	3.67E+00	1.05E-01
0.65259	3.67E+00	1.02E-01
0.65954	3.66E+00	9.90E-02
0.66663	3.65E+00	9.55E-02
0.67387	3.64E+00	9.12E-02
0.68128	3.64E+00	8.61E-02
0.68885	3.63E+00	8.05E-02
0.69659	3.63E+00	7.03E-02
