0.25	2.191
0.26	2.157
0.27	2.129
0.28	2.105
0.29	2.085
0.3	2.067
0.31	2.051
0.32	2.037
0.33	2.025
0.34	2.014
0.35	2.004
0.36	1.995
0.37	1.987
0.38	1.98
0.39	1.973
0.4	1.967
0.41	1.961
0.42	1.956
0.43	1.952
0.44	1.947
0.45	1.943
0.46	1.939
0.47	1.936
0.48	1.933
0.49	1.93
0.5	1.927
0.51	1.925
0.52	1.923
0.53	1.921
0.54	1.919
0.55	1.917
0.56	1.915
0.57	1.913
0.58	1.912
0.59	1.91
0.6	1.909
0.61	1.908
0.62	1.907
0.63	1.905
0.64	1.904
0.65	1.903
0.66	1.902
0.67	1.901
0.68	1.9
0.69	1.9
0.7	1.899
0.71	1.898
0.72	1.897
0.73	1.897
0.74	1.896
0.75	1.895
0.76	1.895
0.77	1.894
0.78	1.893
0.79	1.893
0.8	1.892
0.81	1.892
0.82	1.891
0.83	1.891
0.84	1.89
0.85	1.89
0.86	1.889
0.87	1.889
0.88	1.889
0.89	1.888
0.9	1.888
0.91	1.888
0.92	1.887
0.93	1.887
0.94	1.887
0.95	1.886
0.96	1.886
0.97	1.886
0.98	1.885
0.99	1.885
1	1.885
1.01	1.885
1.02	1.884
1.03	1.884
1.04	1.884
1.05	1.884
1.06	1.883
1.07	1.883
1.08	1.883
1.09	1.883
1.1	1.882
1.11	1.882
1.12	1.882
1.13	1.882
1.14	1.882
1.15	1.881
1.16	1.881
1.17	1.881
1.18	1.881
1.19	1.881
1.2	1.881
1.21	1.88
1.22	1.88
1.23	1.88
1.24	1.88
1.25	1.88
1.26	1.88
1.27	1.879
1.28	1.879
1.29	1.879
1.3	1.879
1.31	1.879
1.32	1.879
1.33	1.879
1.34	1.879
1.35	1.878
1.36	1.878
1.37	1.878
1.38	1.878
1.39	1.878
1.4	1.878
1.41	1.878
1.42	1.878
1.43	1.877
1.44	1.877
1.45	1.877
1.46	1.877
1.47	1.877
1.48	1.877
1.49	1.877
1.5	1.877
1.51	1.877
1.52	1.877
1.53	1.876
1.54	1.876
1.55	1.876
1.56	1.876
1.57	1.876
1.58	1.876
1.59	1.876
1.6	1.876
1.61	1.876
1.62	1.876
1.63	1.876
1.64	1.875
1.65	1.875
1.66	1.875
1.67	1.875
1.68	1.875
1.69	1.875
1.7	1.875
