0.249610	3.025540	3.741660
0.251840	3.198360	3.687810
0.254760	3.460110	3.558630
0.257420	3.598510	3.407910
0.259790	3.749680	3.289500
0.262900	3.888340	3.084940
0.264660	3.917870	2.923440
0.266440	3.947790	2.826560
0.270460	3.976650	2.622000
0.273830	3.964690	2.428250
0.278460	3.914110	2.266750
0.282440	3.873780	2.148350
0.287370	3.806580	2.062190
0.294650	3.729000	1.954560
0.302780	3.688830	1.868440
0.310390	3.676160	1.857660
0.317880	3.676160	1.857660
0.329000	3.707100	1.857660
0.343290	3.841550	1.868440
0.355640	4.006690	1.846870
0.362830	4.134260	1.825340
0.368920	4.272750	1.739250
0.377380	4.425740	1.620810
0.386230	4.570610	1.394750
0.390040	4.588640	1.190190
0.394730	4.590410	1.045370
0.401140	4.545760	0.887490
0.410020	4.445230	0.715280
0.425320	4.260530	0.557370
0.437880	4.151180	0.471250
0.455380	4.026080	0.385160
0.475840	3.903570	0.342090
0.510250	3.781100	0.227250
0.543960	3.683790	0.212910
0.573420	3.617620	0.169840
0.585620	3.603630	0.171490
0.606050	3.603630	0.174250
0.608040	3.603630	0.173050
0.609740	3.603630	0.171260
0.612220	3.603630	0.170660
0.614260	3.603630	0.167670
0.616940	3.603630	0.167070
0.619800	3.603630	0.165870
0.623340	3.603630	0.164070
0.625940	3.603630	0.160480
0.629710	3.603630	0.156890
0.633520	3.603630	0.152100
0.636040	3.603630	0.148500
0.639080	3.603630	0.144310
0.641130	3.603630	0.140120
0.643710	3.603130	0.132940
0.646130	3.601570	0.127550
0.647870	3.600450	0.121560
0.650150	3.598990	0.114970
0.652090	3.597740	0.105990
0.653860	3.596600	0.098200
0.655650	3.595460	0.088020
0.657620	3.594190	0.078440
0.659420	3.592310	0.067070
0.661060	3.588090	0.056290
0.663070	3.582880	0.043110
0.665080	3.577680	0.028740
0.666370	3.574340	0.020360
0.666740	3.573390	0.016770
0.667650	3.571030	0.011110
0.673470	3.559820	0.004880
0.674600	3.558690	0.000000
0.679370	3.553980	0.000000
0.693280	3.519790	0.000000
0.699740	3.495200	0.000000
0.704250	3.479900	0.000000
0.709450	3.465250	0.000000
0.714480	3.453600	0.000000
0.720560	3.438630	0.000000
0.730940	3.419100	0.000000
0.739020	3.404080	0.000000
0.746410	3.393560	0.000000
0.753500	3.380040	0.000000
0.763470	3.366510	0.000000
0.772290	3.355990	0.000000
0.781330	3.346980	0.000000
0.792050	3.331950	0.000000
0.799030	3.325940	0.000000
0.807670	3.316930	0.000000
0.818610	3.306410	0.000000
0.830940	3.294390	0.000000
0.841400	3.283870	0.000000
0.853280	3.274860	0.000000
0.866090	3.265840	0.000000
0.875640	3.258330	0.000000
0.884180	3.255320	0.000000
0.898580	3.246310	0.000000
0.906920	3.240300	0.000000
0.916750	3.237290	0.000000
0.926110	3.231290	0.000000
0.932230	3.231290	0.000000
0.942620	3.222270	0.000000
0.953950	3.219260	0.000000
